;x;y;Information
6;-479.227;-144.901;
7;-477.674;-148.1;
8;-505.838;-177.414;
9;-512.893;-204.385;
10;-512.512;-205.158;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
SNU3.48;;;
1;-445.308;-53.383;
2;-445.308;-40.411;
3;-457.447;-44.402;
4;-467.748;-36.849;
5;-474.491;-36.849;
6;-477.527;-39.317;
7;-476.262;-43.229;
8;-507.333;-72.146;
9;-512.301;-101.182;
10;-510.56;-102.463;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
MCB19417;;;
1;-439.673;43.296;
2;-439.673;49.543;
3;-457.497;48.185;
4;-463.211;55.704;
5;-471.261;56.245;
6;-472.187;55.084;
7;-470.263;50.645;
8;-506.642;22.614;
9;-513.132;0.054;
10;-511.618;-1.026;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
MCB19173;;;
1;-262.281;70.432;
2;-262.281;76.209;
3;-281.827;72.856;
4;-289.753;83.044;
5;-295.06;83.206;
6;-298.735;75.974;
7;-296.544;73.313;
8;-327.883;51.029;
9;-340.454;13.047;
10;-339.371;11.544;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
SNU2.36;;;
1;-302.021;-262.013;
2;-302.021;-249.118;
3;-312.469;-248.301;
4;-320.94;-246.294;
5;-327.56;-246.294;
6;-330.031;-248.356;
7;-329.443;-252.192;
8;-358.339;-270.767;
9;-369.135;-302.793;
10;-367.912;-304.077;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
CDE040;;;
1;43.509;-525.719;
2;43.509;-518.898;
3;36.816;-519.521;
4;23.018;-514.839;
5;18.547;-513.674;
6;14.737;-517.978;
7;16.333;-521.089;
8;-10.372;-536.94;
9;-18.719;-560.755;
10;-17.066;-565.04;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB121916;;;
1;-98.628;-426.945;
2;-98.628;-418.802;
3;-110.566;-420.519;
4;-117.501;-416.068;
5;-122.587;-415.833;
6;-124.674;-417.597;
7;-123.88;-421.801;
8;-156.821;-448.553;
9;-164.095;-470.931;
10;-162.365;-474.733;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
MCB19361;;;
1;-98.912;-347.88;
2;-98.912;-342.681;
3;-112.203;-338.72;
4;-130.34;-366.743;
5;-119.99;-336.562;
6;-122.992;-339.546;
7;-122.474;-342.793;
8;-153.959;-366.479;
9;-161.767;-394.444;
10;-160.603;-397.091;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB17711;;;
1;-93.044;-81.011;
2;-93.044;-71.81;
3;-106.538;-75.308;
4;-115.475;-68.857;
5;-118.856;-68.857;
6;-121.368;-71.356;
7;-118.65;-76.396;
8;-145.608;-91.095;
9;-159.404;-123.466;
10;-158.162;-125.05;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
SNU23.01;;;
1;-93.805;12.732;
2;-93.805;26.164;
3;-104.538;27.348;
4;-113.512;29.989;
5;-118.29;29.887;
6;-127.718;1.91;
7;-121.135;24.266;
8;-152.927;3.072;
9;-161.625;-25.086;
10;-161.091;-26.162;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
SNU27.25;;;
1;-98.628;113.259;
2;-98.628;124.847;
3;-120.661;126.348;
4;-130.113;127.059;
5;-132.359;126.975;
6;-135.73;121.918;
7;-134.927;120.494;
8;-164.331;99.814;
9;-171.174;76.601;
10;-169.852;74.254;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
SNU24.30;;;
1;-90.973;198.251;
2;-90.973;213.845;
3;-101.127;213.845;
4;-112.159;213.845;
5;-122.883;213.845;
6;-124.191;211.367;
7;-123.571;206.375;
8;-152.624;186.513;
9;-163.195;157.663;
10;-162.587;155.91;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
SNU28.39;;;
1;-88.823;296.751;
2;-88.823;308.426;
3;-104.375;308.814;
4;-124.206;281.207;
5;-120.352;311.746;
6;-123.629;308.127;
7;-123.199;306.447;
8;-151.37;280.033;
9;-159.581;252.287;
10;-158.72;250.56;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB19430;;;
1;-78.866;410.127;
2;-78.866;419.154;
3;-99.848;416.621;
4;-110.788;424.909;
5;-118.187;425.231;
6;-121.856;420.653;
7;-120.223;414.788;
8;-158.983;384.582;
9;-164.021;356.223;
10;-162.47;354.254;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
MCB19521;;;
1;104.354;407.476;
2;104.354;417.394;
3;80.158;413.124;
4;69.472;424.771;
5;62.946;424.771;
6;59.99;421.509;
7;62.552;417.064;
8;57.744;384.772;
9;11.711;346.282;
10;12.945;344.832;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB18508;;;
1;83.767;296.803;
2;83.767;302.803;
3;65.84;300.426;
4;54.438;315.148;
5;51.577;315.148;
6;47.257;307.809;
7;50.355;304.941;
8;42.86;281.49;
9;1.975;249.727;
10;3.239;247.783;
Shape;;;Escudella
Decoration;;;LusterBlue
Origin;;;Valencia
MCB17714;;;
1;73.304;211.479;
2;73.304;223.987;
3;65.302;224.154;
4;53.953;224.828;
5;45.389;225.165;
6;44.212;222.996;
7;45.184;218.434;
8;8.612;194.194;
9;-0.493;164.099;
10;0.788;162.68;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB18837;;;
1;68.958;123.353;
2;68.958;132.864;
3;60.256;132.584;
4;43.293;137.464;
5;40.736;138.008;
6;36.708;136.538;
7;33.739;127.543;
8;1.24;102.216;
9;-4.235;79.825;
10;-2.908;77.392;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
SNU26.02;;;
1;43.313;20.19;
2;43.313;33.577;
3;33.161;35.469;
4;23.458;39.449;
5;17.188;39.449;
6;15.396;35.418;
7;16.74;32.881;
8;-20.582;-4.143;
9;-21.577;-18.076;
10;-20.735;-19.373;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB19182;;;
1;67.422;-89.86;
2;67.422;-77.692;
3;53.34;-80.086;
4;43.749;-69.724;
5;38.02;-70.394;
6;37.204;-74.973;
7;35.725;-81.823;
8;-0.274;-110.051;
9;-7.497;-139.58;
10;-5.541;-141.114;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
MCB17705;;;
1;56.421;-164.64;
2;56.421;-155.538;
3;47.454;-158.735;
4;39.992;-150.823;
5;32.097;-151.547;
6;31.182;-155.522;
7;34.552;-158.609;
8;-2.645;-181.508;
9;-9.59;-207.099;
10;-7.559;-208.747;
Shape;;;Escudella
Decoration;;;LusterBlue
Origin;;;Valencia
MCB19976;;;
1;-83.601;-184.182;
2;-83.601;-173.161;
3;-94.293;-174.268;
4;-105.341;-168.042;
5;-108.119;-168.042;
6;-109.817;-171.151;
7;-109.376;-175.649;
8;-140.222;-195.779;
9;-148.151;-223.917;
10;-146.748;-225.853;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB18891;;;
1;-93.592;-269.366;
2;-93.592;-263.29;
3;-110.389;-259.806;
4;-115.79;-256.458;
5;-123.135;-257.16;
6;-124.944;-260.265;
7;-122.89;-264.369;
8;-155.641;-288.211;
9;-163.554;-314.107;
10;-162.339;-317.671;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB19447;;;
1;62.179;-255.975;
2;62.179;-241.123;
3;42.559;-243.712;
4;35.027;-236.486;
5;31.097;-235.412;
6;28.276;-239.676;
7;28.52;-244.934;
8;24.965;-268.351;
9;-12.245;-297.496;
10;-10.37;-301.319;
Shape;;;Escudella
Decoration;;;LusterBlue
Origin;;;Valencia
MCB18890;;;
1;42.377;-346.918;
2;42.377;-334.329;
3;33.46;-333.495;
4;23.322;-330.743;
5;16.176;-328.231;
6;13.27;-332.183;
7;16.045;-336.683;
8;-21.076;-366.735;
9;-28.556;-394.772;
10;-26.558;-396.531;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB18893;;;
1;50.64;-429.007;
2;50.64;-420.936;
3;43.854;-418.63;
4;30.381;-413.887;
5;23.99;-412.273;
6;21.784;-417.181;
7;23.792;-419.653;
8;-15.246;-449.465;
9;-19.621;-471.023;
10;-17.519;-472.987;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB19358;;;
1;215.08;-310.657;
2;215.08;-304.95;
3;210.97;-304.95;
4;184.214;-301.027;
5;181.75;-300.56;
6;176.451;-307.109;
7;176.638;-309.912;
8;148.575;-330.357;
9;145.129;-350.678;
10;147.163;-351.384;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB19384;;;
1;216.245;-220.32;
2;216.245;-210.273;
3;208.367;-208.685;
4;199.375;-205.422;
5;192.571;-203.211;
6;187.041;-205.658;
7;187.398;-208.019;
8;159.898;-227.061;
9;145.735;-262.618;
10;147.407;-264.749;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB19980;;;
1;224.096;-102.869;
2;224.096;-94.909;
3;208.441;-96.982;
4;201.275;-91.558;
5;193.183;-89.948;
6;190.868;-94.622;
7;191.684;-99.606;
8;161.213;-121.544;
9;155.701;-150.119;
10;156.93;-151.19;
Shape;;;Escudella
Decoration;;;LusterBlue
Origin;;;Valencia
SNU25.42;;;
1;239.665;138.164;
2;239.665;155.544;
3;230.131;155.544;
4;221.939;155.544;
5;214.888;155.544;
6;212.08;152.091;
7;213.074;149.809;
8;181.717;124.501;
9;174.053;100.069;
10;175.985;98.723;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
SNU29.50;;;
1;245.814;229.029;
2;245.814;243.575;
3;233.946;244.21;
4;225.39;245.661;
5;214.264;245.661;
6;210.915;240.08;
7;211.362;238.369;
8;185.057;220.361;
9;175.197;192.009;
10;176.388;190.747;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
MCB19351;;;
1;450.447;411.71;
2;450.447;421.462;
3;429.875;423.288;
4;422.973;424.46;
5;417.749;423.97;
6;416.324;422.397;
7;418.55;417.514;
8;399.938;404.467;
9;392.752;371.63;
10;395.3;370.053;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
MPAT26;;;
1;1371.063;226.557;
2;1371.063;235.534;
3;1364.491;231.281;
4;1344.946;238.627;
5;1341.896;238.627;
6;1336.867;235.054;
7;1337.515;232.398;
8;1325.954;205.336;
9;1280.918;173.709;
10;1282.658;171.992;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
MPAT30;;;
1;1572.939;156.928;
2;1572.939;170.533;
3;1565.254;170.785;
4;1551.623;173.33;
5;1542.905;177.209;
6;1538.748;168.467;
7;1541.243;164.058;
8;1513.755;144.708;
9;1500.25;111.954;
10;1501.289;111.261;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
MPAT7;;;
1;1762.092;197.542;
2;1762.092;204.503;
3;1750.36;204.797;
4;1735.423;207.705;
5;1727.873;207.705;
6;1726.436;205.092;
7;1728.495;198.979;
8;1708.428;181.887;
9;1697.283;160.382;
10;1698.547;158.349;
Shape;;;Escudella
Decoration;;;LusterBlue
Origin;;;Valencia
TDBXCIV2;;;
1;2842.733;-239.05;
2;2842.733;-225.174;
3;2830.562;-227.291;
4;2821.86;-221.881;
5;2814.099;-221.881;
6;2810.924;-225.88;
7;2813.041;-229.878;
8;2789.875;-244.106;
9;2774.146;-287.312;
10;2776.739;-289.366;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
MCB19452;;;
1;589.085;-577.653;
2;589.085;-571.273;
3;576.694;-572.905;
4;569.389;-566.452;
5;565.641;-566.452;
6;563.377;-569.524;
7;565.126;-573.537;
8;528.76;-594.873;
9;520.449;-620.231;
10;522.3;-622.573;
Shape;;;Escudella
Decoration;;;Blue
Origin;;;Valencia
MCB19987;;;
1;417.574;-573.043;
2;417.574;-564.555;
3;398.811;-568.105;
4;391.932;-561.556;
5;386.755;-561.269;
6;384.457;-565.194;
7;386.706;-568.788;
8;351.98;-595.004;
9;342.111;-621.821;
10;343.819;-626.524;
Shape;;;Escudella
Decoration;;;LusterBlue
Origin;;;Valencia
Sta Creu 995(SCR07-4004);;;
1;-72.637;-1186.567;
2;-72.637;-1181.738;
3;-75.322;-1181.598;
4;-87.419;-1178.293;
5;-89.509;-1178.337;
6;-91.548;-1181.461;
7;-90.51;-1183.699;
8;-109.198;-1194.187;
9;-118.023;-1218.785;
10;-116.832;-1219.309;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
Sta Creu 796(SCR09-5072);;;
1;-71.504;-1105.8;
2;-71.504;-1097.548;
3;-79.059;-1099.976;
4;-86.303;-1094.87;
5;-89.546;-1094.87;
6;-91.546;-1097.434;
7;-90.816;-1100.234;
8;-116.037;-1118.379;
9;-121.152;-1137.369;
10;-120.349;-1138.376;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
Sta Creu 185(SCR08-4053);;;
1;-70.904;-1027.982;
2;-70.904;-1023.282;
3;-73.177;-1022.87;
4;-87.619;-1019.302;
5;-90.07;-1019.487;
6;-92.034;-1022.34;
7;-90.876;-1024.204;
8;-110.553;-1037.266;
9;-118.14;-1055.799;
10;-116.194;-1057.58;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
Sta Creu 667(SCR09-5065) ;;;
1;-70.79;-940.967;
2;-70.79;-933.062;
3;-81.196;-934.832;
4;-85.443;-930.561;
5;-87.777;-930.561;
6;-90.065;-932.472;
7;-89.711;-936.766;
8;-114.909;-956.797;
9;-119.273;-973.95;
10;-117.82;-975.749;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
Sta Creu 1096(SCR08-5001);;;
1;-73.128;-864.718;
2;-73.128;-856.851;
3;-83.278;-859.08;
4;-88.992;-854.309;
5;-91.411;-854.281;
6;-94.179;-857.123;
7;-92.926;-859.029;
8;-118.122;-874.577;
9;-122.643;-892.633;
10;-122.239;-893.613;
Shape;;;Escudella
Decoration;;;Luster
Origin;;;Valencia
Sta Creu 210(SCR08-4053);;;
1;-71.669;-785.445;
2;-71.669;-779.841;
3;-80.299;-780.519;
4;-87.771;-775.051;
5;-89.398;-775.201;
6;-90.904;-777.31;
7;-89.789;-779.944;
8;-112.04;-793.971;
9;-117.539;-812.335;
10;-116.089;-814.632;
Shape;;;Escudella
Decoration;;;LusterBlue
Origin;;;Valencia
OB Maest 15;;;
1;628.802;-371;
2;628.802;-363.133;
3;622.845;-362.984;
4;592.763;-342.476;
5;583.487;-342.476;
6;542.314;-355.667;
7;513.436;-370.368;
8;482.517;-392.076;
9;427.961;-427.004;
10;438.03;-431.727;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
MonAssump 330-33;;;
1;-37.777;-986.88;
2;-37.777;-983.993;
3;-42.583;-983.993;
4;-50.407;-983.993;
5;-54.326;-983.993;
6;-79.187;-989.373;
7;-86.242;-994.37;
8;-97.182;-995.842;
9;-112.563;-1003.328;
10;-108.412;-1005.597;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Valencia
Mes22a;;;
1;10.353;-907.775;
2;10.353;-901.068;
3;7.17;-901.068;
4;-0.46;-901.068;
5;-4.462;-901.068;
6;-10.322;-903.095;
7;-26.869;-909.263;
8;-50.662;-921.78;
9;-84.484;-933.128;
10;-81.019;-936.223;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
MonAssump 330-22;;;
1;-259.083;-978.19;
2;-259.083;-970.946;
3;-264.341;-970.946;
4;-280.041;-970.946;
5;-286.739;-970.946;
6;-318.669;-984.836;
7;-319.671;-986.453;
8;-336.708;-993.75;
9;-353.71;-1002.137;
10;-345.024;-1006.479;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
MonAssump 346-2;;;
1;-273.414;-880.073;
2;-273.414;-872.261;
3;-289.66;-871.462;
4;-299.023;-870.572;
5;-301.267;-870.601;
6;-309.48;-872.751;
7;-326.773;-879.452;
8;-343.996;-890.903;
9;-367.244;-896.024;
10;-359.533;-901.114;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Valencia
Mes21a;;;
1;-267.711;-667.495;
2;-267.711;-660.114;
3;-283.79;-660.312;
4;-289.187;-660.114;
5;-294.726;-658.863;
6;-310.094;-660.993;
7;-328.844;-668.692;
8;-351.029;-678.603;
9;-405.042;-715.513;
10;-397.081;-718.925;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
Mes21b;;;
1;-267.915;-554.441;
2;-267.915;-546.331;
3;-275.369;-546.331;
4;-289.731;-546.331;
5;-300.076;-546.331;
6;-310.795;-548.887;
7;-318.572;-553.722;
8;-342.732;-569.382;
9;-400.437;-586.677;
10;-370.447;-598.264;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
MCB 100649;;;
1;-794.258;-985.417;
2;-794.258;-977.566;
3;-809.701;-977.745;
4;-848.556;-964.819;
5;-850.36;-964.522;
6;-866.734;-967.595;
7;-886.042;-974.513;
8;-921.666;-993.167;
9;-990.593;-1009.978;
10;-976.795;-1014.121;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
OB Maest 11;;;
1;-793.921;-855.243;
2;-793.921;-841.821;
3;-810.713;-835.467;
4;-852.599;-814.33;
5;-859.925;-814.33;
6;-884.499;-828.53;
7;-903.367;-841.044;
8;-958.416;-876.64;
9;-996.221;-902.456;
10;-988.824;-905.752;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
OB Maest 13;;;
1;-793.876;-710.825;
2;-793.876;-705.511;
3;-815.919;-697.584;
4;-862.612;-675.633;
5;-867.243;-675.633;
6;-930.248;-705.281;
7;-938.59;-714.812;
8;-950.001;-722.053;
9;-1006.95;-750.658;
10;-1001.594;-755.046;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
OB Maest 14;;;
1;-793.951;-582.169;
2;-793.951;-570.889;
3;-802.782;-570.116;
4;-841.777;-552.52;
5;-848.997;-552.52;
6;-870.396;-559.352;
7;-897.21;-571.147;
8;-962.568;-610.852;
9;-992.476;-626.515;
10;-983.968;-631.8;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
Mes 4a;;;
1;-1197.174;-999.317;
2;-1197.174;-989.709;
3;-1213.44;-993.258;
4;-1214.911;-983.599;
5;-1223.674;-983.147;
6;-1226.541;-986.447;
7;-1224.861;-990.859;
8;-1264.04;-1015.153;
9;-1282.996;-1025.649;
10;-1281.987;-1027.993;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
Mes 8a;;;
1;-1197.174;-906.229;
2;-1197.174;-901.871;
3;-1203.805;-901.626;
4;-1215.799;-898.545;
5;-1217.139;-898.589;
6;-1220.317;-899.288;
7;-1230.129;-902.67;
8;-1241.491;-907.971;
9;-1288.941;-929.21;
10;-1286.972;-932.147;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
Mes 17a;;;
1;-1244.986;-803.015;
2;-1244.986;-798.117;
3;-1255.8;-798.089;
4;-1272.146;-793.071;
5;-1274.304;-793.125;
6;-1279.35;-795.739;
7;-1288.74;-801.766;
8;-1307.021;-816.248;
9;-1352.592;-840.24;
10;-1350.127;-841.397;
Shape;;;Plat
Decoration;;;White
Origin;;;Valencia
Mes 2a;;;
1;-1554.268;-208.026;
2;-1554.268;-204.741;
3;-1575.415;-203.391;
4;-1596.369;-199.542;
5;-1598.777;-199.443;
6;-1609.203;-202.122;
7;-1621.758;-206.452;
8;-1656.72;-227.778;
9;-1670.933;-250.087;
10;-1668.085;-252.746;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
Mes 17b;;;
1;-1566.947;-82.633;
2;-1566.947;-76.477;
3;-1594.135;-76.328;
4;-1602.788;-72.826;
5;-1603.928;-72.582;
6;-1615.465;-74.747;
7;-1632.933;-78.887;
8;-1656.892;-87.715;
9;-1676.956;-121.309;
10;-1675.42;-122.522;
Shape;;;Plat
Decoration;;;White
Origin;;;Valencia
Mes 17c;;;
1;-1479.736;31.369;
2;-1479.736;38.313;
3;-1510.416;38.313;
4;-1529.737;54.457;
5;-1532.009;54.883;
6;-1544.781;50.88;
7;-1561.616;43.82;
8;-1597.454;17.983;
9;-1653.653;-5.59;
10;-1650.668;-7.073;
Shape;;;Plat
Decoration;;;White
Origin;;;Valencia
MCB 100634;;;
1;-1478.721;179.525;
2;-1478.721;184.622;
3;-1522.507;182.453;
4;-1527.886;185.433;
5;-1529.527;185.489;
6;-1536.11;183.723;
7;-1555.566;176.138;
8;-1601.946;151.197;
9;-1661.192;121.884;
10;-1660.179;120.812;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
OB Maest 8;;;
1;-1987.254;-993.456;
2;-1987.254;-980.999;
3;-2002.218;-979.138;
4;-2050.102;-954.405;
5;-2151.858;-958.027;
6;-2158.638;-964.722;
7;-2165.205;-999.359;
8;-2180.978;-1003.809;
9;-2233.716;-1019.744;
10;-2230.643;-1022.817;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
OB Maest 9;;;
1;-1988.561;-836.237;
2;-1988.561;-827.132;
3;-2006.515;-825.918;
4;-2050.97;-803.866;
5;-2069.884;-802.804;
6;-2083.034;-805.789;
7;-2136.541;-831.884;
8;-2148.807;-839.607;
9;-2225.348;-866.982;
10;-2222.465;-869.663;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
MCB 100863;;;
1;-2663.335;415.291;
2;-2663.335;422.28;
3;-2679.497;422.766;
4;-2717.2;432.246;
5;-2719.736;432.82;
6;-2730.892;429.071;
7;-2747.826;421.795;
8;-2798.075;395.734;
9;-2841.12;372.552;
10;-2837.635;368.981;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
MCB 100828;;;
1;-2663.483;303.74;
2;-2663.483;309.98;
3;-2673.729;310.39;
4;-2710.391;313.08;
5;-2713.371;313.198;
6;-2722.632;310.711;
7;-2735.13;306.909;
8;-2793.951;285.675;
9;-2842.733;266.087;
10;-2840.686;263.228;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
MCB 142073;;;
1;-2662.909;175.579;
2;-2662.909;183.009;
3;-2682.687;183.273;
4;-2716.157;187.132;
5;-2723.609;187.132;
6;-2728.371;185.617;
7;-2739.418;181.51;
8;-2788.322;163.584;
9;-2838.293;137.873;
10;-2837.115;137.015;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
MCB 20098;;;
1;-2669.527;48.547;
2;-2669.527;56.795;
3;-2686.559;56.428;
4;-2721.284;59.827;
5;-2729.003;59.827;
6;-2739.493;56.171;
7;-2753.789;50.475;
8;-2793.935;36.216;
9;-2855.852;13.949;
10;-2853.679;12.763;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
MCB 100829;;;
1;-2730.137;-69.515;
2;-2730.137;-65.26;
3;-2737.08;-64.405;
4;-2759.056;-60.238;
5;-2761.795;-60.17;
6;-2768.03;-62.216;
7;-2778.715;-66.644;
8;-2802.64;-75.93;
9;-2845.03;-91.217;
10;-2843.932;-91.933;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
MCB 20109;;;
1;-2730.491;-147.126;
2;-2730.491;-142.524;
3;-2732.262;-142.341;
4;-2760.619;-134.49;
5;-2765.421;-134.49;
6;-2772.282;-136.385;
7;-2778.787;-138.306;
8;-2811.05;-148.878;
9;-2852.323;-163.707;
10;-2850.837;-165.548;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
MCB 18952;;;
1;-2730.567;-230.572;
2;-2730.567;-225.28;
3;-2735.638;-225.06;
4;-2767.609;-218.379;
5;-2769.812;-218.453;
6;-2774.995;-220.782;
7;-2797.088;-229.954;
8;-2813.931;-236.665;
9;-2847.178;-253.284;
10;-2845.577;-254.844;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
MCB 142093;;;
1;-2731.009;-335.636;
2;-2731.009;-329.971;
3;-2744.327;-329.833;
4;-2772.735;-322.456;
5;-2774.891;-322.779;
6;-2786.27;-326.823;
7;-2803.503;-333.335;
8;-2847.663;-360.791;
9;-2852.626;-374.982;
10;-2852.272;-380.372;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
MCB 112826;;;
1;-2733.794;-460.576;
2;-2733.794;-454.836;
3;-2741.512;-455.151;
4;-2772.703;-448.82;
5;-2774.061;-449.02;
6;-2779.442;-451.263;
7;-2790.253;-455.745;
8;-2840.192;-487.552;
9;-2843.957;-508.751;
10;-2842.214;-509.831;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
MCB 145901;;;
1;-2733.889;-577.791;
2;-2733.889;-571.863;
3;-2744.682;-571.524;
4;-2762.124;-568.826;
5;-2766.561;-569.094;
6;-2773.533;-571.163;
7;-2793.205;-578.152;
8;-2826.766;-603.786;
9;-2837.238;-622.181;
10;-2836.178;-622.672;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
MCB 20106;;;
1;-2733.756;-686.628;
2;-2733.756;-682.58;
3;-2737.969;-682.461;
4;-2776.527;-675.025;
5;-2779.812;-675.029;
6;-2790.529;-679.706;
7;-2807.18;-687.823;
8;-2846.713;-718.546;
9;-2852.475;-734.125;
10;-2852.04;-734.843;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
CDE044;;;
1;-2472.701;-666.422;
2;-2472.701;-660.558;
3;-2480.506;-660.558;
4;-2498.41;-657.118;
5;-2502.159;-657.083;
6;-2506.259;-658.176;
7;-2515.494;-662.059;
8;-2538.274;-672.772;
9;-2564.203;-686.134;
10;-2560.058;-688.294;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
CDE012;;;
1;-2476.817;-734.116;
2;-2476.817;-729.647;
3;-2481.579;-729.236;
4;-2500.57;-726.825;
5;-2503.343;-727.191;
6;-2505.156;-727.766;
7;-2520.149;-734.233;
8;-2539.923;-747.283;
9;-2560.189;-758.222;
10;-2557.132;-759.928;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
TDB3;;;
1;-2473.298;-829.598;
2;-2473.298;-821.926;
3;-2474.748;-821.926;
4;-2486.175;-819.897;
5;-2492.701;-819.897;
6;-2496.317;-820.603;
7;-2504.343;-822.984;
8;-2526.391;-830.745;
9;-2560.346;-849.266;
10;-2556.818;-849.795;
Shape;;;Plat
Decoration;;;Blue
Origin;;;Valencia
CDE5.3.1.;;;
1;-2472.716;-930.688;
2;-2472.716;-926.161;
3;-2476.655;-925.735;
4;-2499.607;-919.656;
5;-2501.467;-919.516;
6;-2507.294;-922.055;
7;-2516.636;-926.807;
8;-2553.266;-957.029;
9;-2554.167;-960.131;
10;-2553.23;-964.612;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
CDE032;;;
1;-2472.7;-1004.189;
2;-2472.7;-996.781;
3;-2473.758;-996.428;
4;-2492.777;-992.292;
5;-2497.744;-992.347;
6;-2506.743;-995.105;
7;-2513.195;-998.435;
8;-2551.634;-1024.474;
9;-2561.886;-1040.617;
10;-2559.836;-1042.907;
Shape;;;Plat
Decoration;;;Luster
Origin;;;Valencia
CDE5.5.1;;;
1;-2728.915;-1011.508;
2;-2728.915;-1006.216;
3;-2737.646;-1006.216;
4;-2756.432;-1003.835;
5;-2759.206;-1004.106;
6;-2761.723;-1004.893;
7;-2775.217;-1010.185;
8;-2802.204;-1022.885;
9;-2846.39;-1042.023;
10;-2841.005;-1043.509;
Shape;;;Plat
Decoration;;;LusterBlue
Origin;;;Valencia
MCB 19869;;;
1;-3752.802;366.556;
2;-3752.802;372.597;
3;-3769.647;369.29;
4;-3780.12;382.254;
5;-3782.082;382.254;
